transactionAmount,dateTimeTransaction,merchantCategoryCode,acquiringInstitutionCode,cardAcceptorId,cardBalance,channel,transactionOrigin,transactionType,entityId,latitude,longitude
62013,1689442108,2240,3448,4560943,91744.82,ATM,Order,Purchase,EKCZSH8MA5,31.038781,114.5465571
41574.89,1688922221,7867,4583,1456696,98401.96,ECOM,Order,Purchase,EKCZSH8MA5,53.0131368,25.3425332
78495.92,1681612837,2781,7282,7702791,97730.04,POS,Website,Order,XYBTQO2NP7,35.6046911,-82.4861053
96134.17,1687918734,281,4093,1372368,17160.89,ECOM,Website,Subscription,EKCZSH8MA5,40.69,-73.81
189.87,1695663907,4535,2827,450003,15132.37,WEB,On-Site,Payment Withdrawal,PMXLSZ4QR1,53.2724538,-6.1215213
5671.93,1703269397,5269,890,9148886,96869.15,PHONE,Website,ECOM,HNKFAI9VE2,15.113472,107.71625
7101.75,1685592304,4490,8496,1208558,95576.73,ATM,App,Subscription,HNKFAI9VE2,41.811979,126.918087
31174.56,1705770464,8351,7342,8334596,65640.25,POS,On-Site,Order,RWUDGJ6LC3,-23.8182859,-46.0851681
55582.37,1691221787,1441,6314,6098402,70438.17,WEB,App,Order,RWUDGJ6LC3,-6.7992297,106.7620174
1956.01,1687887219,6603,4624,5880258,75354.76,WEB,Order,Payment Withdrawal,PMXLSZ4QR1,7.444229,123.33769
36124.75,1693273568,9833,2211,1952699,66296.44,MOBILE,On-Site,Payment Withdrawal,PMXLSZ4QR1,54.789029,39.833505
90725.14,1706476353,5511,9837,6930143,78268.93,WEB,Website,ECOM,EKCZSH8MA5,19.453837,-99.1227878
9627.93,1685959307,4090,3409,5017306,11964.28,PHONE,Website,Purchase,RWUDGJ6LC3,-6.3810573,-35.1301043
39670.53,1694951321,3922,7077,5023336,21863.21,POS,App,Order,XYBTQO2NP7,5.3523231,100.3573891
77577.64,1681581365,947,3118,7176411,8175.67,PHONE,Order,ECOM,XYBTQO2NP7,49.718789,17.0837083
31324.67,1701687883,3956,7301,7325866,19531.56,PHONE,App,Payment Withdrawal,EKCZSH8MA5,44.7352635,4.5991033
41038.37,1703430346,1825,8352,6564156,6696.99,MOBILE,On-Site,Purchase,XYBTQO2NP7,51.2755072,23.4378883
41381.2,1692963557,7698,9321,1356137,28861.26,PHONE,Website,Payment Withdrawal,RWUDGJ6LC3,37.8956594,114.9042208
35925.49,1707822334,2808,3596,9102369,57173.35,ECOM,ECOM,Order,HNKFAI9VE2,49.6522215,23.486531
18729.67,1708013622,6931,4715,8227774,76574.17,ATM,Order,Order,HNKFAI9VE2,17.9567646,-102.1943485
39991.73,1710643432,8951,6037,8176670,10864.68,ECOM,App,ECOM,RWUDGJ6LC3,48.1041936,-77.7963772
52082.45,1697387869,7952,6869,1106743,31011.53,MOBILE,Website,ECOM,EKCZSH8MA5,25.58038,111.947363
81910.94,1693342847,9730,97,1191848,87855.63,PHONE,Website,Payment Withdrawal,OTYJVD5UH6,8.71278,126.20806
97763.96,1706318428,7463,1797,1587614,42482.23,PHONE,Order,Purchase,RWUDGJ6LC3,-14.0262695,-73.9249692
82751.31,1691650977,7558,8221,6637969,87400.07,WEB,On-Site,Order,XYBTQO2NP7,52.3554418,46.5615075
67485.88,1704044303,9260,8963,1668676,8282.14,ATM,ECOM,ECOM,XYBTQO2NP7,-6.2056665,107.0251946
49338.36,1692342786,2239,4755,671652,88288.23,WEB,Website,Subscription,XYBTQO2NP7,32.790891,102.544405
72509.69,1707721724,9458,8597,3408015,58132.37,ATM,On-Site,ECOM,PMXLSZ4QR1,11.4720137,49.8739267
88655.4,1692016418,8338,9528,3570090,25960.7,MOBILE,Order,Purchase,PMXLSZ4QR1,-0.2467982,109.6163185
82485.14,1702585900,348,5446,4225638,16018.46,WEB,ECOM,ECOM,HNKFAI9VE2,39.227382,117.036824
16001.2,1711547167,8915,8352,7244558,23356.2,POS,ECOM,Purchase,PMXLSZ4QR1,-2.8852569,104.687936
75039.83,1707760625,1323,6136,1027457,43944.78,POS,ECOM,Purchase,XYBTQO2NP7,56.86018,68.63754
92294.05,1693990761,4639,1039,5194921,50540.42,MOBILE,App,Subscription,PMXLSZ4QR1,-6.2266758,106.8104633
61046.72,1698003529,2157,9813,6454337,13613.9,MOBILE,Website,Purchase,PMXLSZ4QR1,10.701232,-61.5471829
44485.22,1688576393,233,6297,7036094,61863.51,PHONE,On-Site,Subscription,OTYJVD5UH6,-32.9481877,-53.9378421
5858.12,1705810095,4801,2204,5112775,89955.45,POS,Order,Payment Withdrawal,RWUDGJ6LC3,15.5946516,120.7914484
33386.19,1700783299,9950,4662,8071735,83825.49,POS,App,Subscription,RWUDGJ6LC3,48.695223,2.190167
38869.57,1697554323,4194,6888,1616060,44440.87,ATM,App,Purchase,HNKFAI9VE2,-10.8064536,-37.1901616
17069.76,1682156536,9572,5566,8942294,38233.44,WEB,On-Site,Subscription,RWUDGJ6LC3,45.0725651,-93.3873133
67355.43,1682155453,5719,9676,4294748,38663.39,ECOM,App,ECOM,XYBTQO2NP7,10.4597466,-66.5581092
79054.64,1709594792,3637,602,1520600,6752.48,PHONE,App,ECOM,OTYJVD5UH6,33.626149,114.69695
95875.74,1681611685,4460,248,697056,89845.54,MOBILE,On-Site,Purchase,EKCZSH8MA5,25.48385,100.550945
89537.27,1684419745,8210,969,3231809,28044.9,MOBILE,ECOM,Subscription,PMXLSZ4QR1,8.550734,-11.352539
68062.5,1698590200,3863,430,2597666,19710.9,POS,App,Subscription,RWUDGJ6LC3,-8.0703862,111.8903946
24745.89,1698176448,6890,3067,1382232,86640.92,MOBILE,Website,Purchase,PMXLSZ4QR1,57.9282881,30.7057423
69203.27,1682907010,273,771,2510548,71290.65,POS,Website,ECOM,HNKFAI9VE2,-22.2592565,-50.9706116
44064.89,1681370156,2238,5825,4789696,53893.19,MOBILE,Website,Payment Withdrawal,PMXLSZ4QR1,6.39035,126.14558
10043.93,1693907105,735,5863,3027702,11422.98,WEB,Order,Subscription,XYBTQO2NP7,34.800458,114.364875
19736.75,1693996321,4419,6416,5049412,34543.88,MOBILE,App,Subscription,PMXLSZ4QR1,6.5243793,3.3792057
44488.07,1687907550,2477,2503,7892332,11919.62,PHONE,On-Site,Payment Withdrawal,EKCZSH8MA5,39.494488,19.8722638
79220.29,1689653946,3909,6217,8125736,93614.53,WEB,On-Site,ECOM,XYBTQO2NP7,49.2176624,2.121866
98481.84,1685291928,492,8742,2608301,52505.94,WEB,App,Order,PMXLSZ4QR1,19.238934,108.957345
6354,1697174905,8516,1714,2048507,60415.14,PHONE,App,Payment Withdrawal,PMXLSZ4QR1,57.7314074,12.0595845
66293.55,1681834464,453,4703,8247136,43720.6,PHONE,App,Subscription,XYBTQO2NP7,50.0873009,16.4652007
28805.27,1682455313,9350,6561,7236524,30239.1,PHONE,On-Site,Subscription,HNKFAI9VE2,10.4309602,-85.0966591
73150.96,1697093887,5511,4191,3161565,31366.83,ECOM,App,Subscription,OTYJVD5UH6,38.7528669,48.8475015
92373.45,1687702610,7191,2963,6955406,29534.09,WEB,Order,Subscription,PMXLSZ4QR1,31.364902,108.249509
23650.33,1689682700,3821,1735,9651871,48572.06,MOBILE,ECOM,Purchase,RWUDGJ6LC3,-34.6573647,-58.3626864
93940.47,1693476512,7017,8028,3310660,89986.69,ATM,Order,Subscription,OTYJVD5UH6,24.347324,102.527197
53186.09,1705267096,115,7544,3174060,88944.77,MOBILE,On-Site,Purchase,RWUDGJ6LC3,33.347316,120.16366
70557.86,1711819339,2477,6922,6795660,50313.13,WEB,App,Order,EKCZSH8MA5,-22.6700589,27.225321
93499.19,1697342478,4223,1412,5439950,30808.3,ATM,On-Site,Payment Withdrawal,OTYJVD5UH6,40.63181,122.526443
7624.73,1692881668,9594,6156,75621,28527.85,PHONE,Website,ECOM,PMXLSZ4QR1,32.92312,115.805297
41775.67,1687960338,6059,9794,9821110,59691.68,ATM,Website,ECOM,HNKFAI9VE2,41.186564,111.308664
3720.82,1708172941,4658,5410,2459671,10238.63,ECOM,App,Subscription,EKCZSH8MA5,-4.423943,11.69283
85118.71,1703628821,3457,8464,1219136,10122.31,WEB,App,Purchase,OTYJVD5UH6,54.026345,-7.297914
67764.05,1684065035,3947,2512,5652041,2090.58,POS,ECOM,Purchase,PMXLSZ4QR1,39.726929,116.341395
64943.27,1690116090,1123,8790,5448125,85644.9,ECOM,App,ECOM,XYBTQO2NP7,42.3233666,-7.8585562
54348.58,1684827504,7259,1243,268559,21367.34,MOBILE,ECOM,Order,XYBTQO2NP7,-6.1788812,107.5209304
97048.53,1693145981,1579,8561,5634108,58507.15,PHONE,ECOM,ECOM,EKCZSH8MA5,-46.5409005,-71.7222795
81382.6,1711769840,5127,1160,8560671,49593.87,ECOM,ECOM,Order,RWUDGJ6LC3,30.677233,121.015142
33539.85,1711080974,9834,3435,783722,80460.61,ATM,Website,Purchase,HNKFAI9VE2,-6.3413734,106.5495683
4233.17,1680753020,9565,2211,8359014,35573.37,MOBILE,On-Site,Order,XYBTQO2NP7,12.8644915,121.4804504
47517.97,1686558837,2072,4734,6236242,34707.79,MOBILE,ECOM,Order,RWUDGJ6LC3,46.068811,6.568907
24609.14,1682578498,8600,6303,2191974,13612.32,MOBILE,Website,Subscription,PMXLSZ4QR1,25.152278,104.241546
82312.99,1683108505,7403,9387,9229739,15455.82,MOBILE,App,ECOM,HNKFAI9VE2,38.0818216,140.0392974
83109.89,1707688677,5370,3635,7266915,26459.38,POS,On-Site,ECOM,RWUDGJ6LC3,-17.3256545,49.36706
3386.24,1688703502,4543,6822,7568250,53124.04,POS,ECOM,ECOM,PMXLSZ4QR1,41.2101217,-95.9991228
13833.93,1690014422,6722,8870,8737832,61731.38,ATM,Order,Subscription,EKCZSH8MA5,50.0344323,15.418462
40022.49,1710486347,4587,9044,928546,67904.66,PHONE,ECOM,Order,PMXLSZ4QR1,15.8137804,120.3404633
26732.27,1697973995,7897,9000,7182802,76593.26,POS,Order,Purchase,XYBTQO2NP7,41.424441,47.8443304
7237.26,1697410856,4704,8937,4796170,52436.55,POS,On-Site,Subscription,EKCZSH8MA5,30.291745,122.202207
27236.72,1698407851,3032,3537,8759427,32857.41,MOBILE,Order,Subscription,XYBTQO2NP7,26.8429645,107.2902839
32686.96,1701415400,2892,693,5950558,47286.35,PHONE,App,Payment Withdrawal,XYBTQO2NP7,42.9285549,133.0448635
90887.77,1704748238,5420,7040,335676,61159,POS,On-Site,ECOM,XYBTQO2NP7,-20.3720648,14.959329
79048.23,1707876709,4293,686,7560436,47299.16,WEB,ECOM,Order,OTYJVD5UH6,20.7887571,97.0337141
5850.25,1685029880,5659,4107,3842801,78304.44,PHONE,Order,Subscription,XYBTQO2NP7,33.039715,115.263115
73443.69,1681184392,5308,6465,3058932,87212.4,POS,App,Payment Withdrawal,PMXLSZ4QR1,1.256633,-70.2359058
78813.08,1701753601,8114,3736,423468,32023.54,POS,Website,ECOM,EKCZSH8MA5,22.9550072,113.0126011
71661.28,1698055242,1320,8181,6751859,12494.84,MOBILE,On-Site,Order,XYBTQO2NP7,27.754532,112.723615
92753.41,1707323972,2581,804,7189108,12315.55,POS,ECOM,Order,OTYJVD5UH6,9.0835262,-79.2906747
62848.69,1700778656,1975,2402,8368208,7023.49,PHONE,ECOM,Subscription,HNKFAI9VE2,-4.3562151,33.617577
19857.18,1685376271,7726,1677,5149484,68843.93,WEB,Website,Subscription,OTYJVD5UH6,10.1621712,-83.6025205
40539.45,1706217417,1042,2391,321358,2082.43,PHONE,On-Site,Purchase,RWUDGJ6LC3,-25.1860913,-49.3164138
12244.01,1686116820,5816,7015,5517654,58980.73,POS,Website,ECOM,EKCZSH8MA5,32.7986666,-5.3193997
30947.85,1686569754,1001,6907,7218440,2337.69,ECOM,App,ECOM,OTYJVD5UH6,40.1578419,44.0925766
40000.53,1688144425,9365,2918,1948904,81203.95,POS,ECOM,ECOM,EKCZSH8MA5,59.0524231,10.0275028
90377.1,1707986978,2423,5431,3890234,39672.53,ECOM,ECOM,Payment Withdrawal,EKCZSH8MA5,-8.6283422,115.2580854
72943.41,1688875408,8832,316,3914771,96734.62,POS,Order,Subscription,XYBTQO2NP7,60.00029,-111.88543
48698.7,1691881240,4521,5031,8949845,82706.35,POS,On-Site,Order,EKCZSH8MA5,28.65664,108.504872
82850.14,1695540079,5697,9147,2643294,77213.2,ATM,Website,Order,OTYJVD5UH6,6.6401727,2.7530936
48577.64,1706896601,7506,3601,7871163,9891.77,POS,App,Payment Withdrawal,HNKFAI9VE2,30.723066,121.245717
96210.32,1698233805,6888,777,8747074,34350.03,PHONE,Website,Purchase,PMXLSZ4QR1,36.2145292,28.116926
47334.13,1683698220,5269,8871,7575351,4070.55,ECOM,On-Site,ECOM,EKCZSH8MA5,23.372254,116.716446
79500.81,1683936025,6404,117,3288887,60171.52,POS,Order,Payment Withdrawal,PMXLSZ4QR1,7.3775355,3.9470396
19956.75,1710124196,3176,8789,6652741,90073.59,ECOM,Order,Subscription,OTYJVD5UH6,-11.748639,-75.4854472
78070.65,1692550756,4367,9700,3025674,18991.72,MOBILE,On-Site,Order,OTYJVD5UH6,14.6322366,-86.6736997
71160.98,1705791534,3824,8562,9761885,57461.28,ECOM,App,Order,PMXLSZ4QR1,50.0809432,8.8107219
98379.09,1692399479,1643,4122,5756509,70751.29,MOBILE,Website,Payment Withdrawal,XYBTQO2NP7,58.909448,17.9555203
50056.97,1698358210,2780,5118,8310854,82085.7,ECOM,App,ECOM,XYBTQO2NP7,13.8097319,43.2473146
29339.25,1686231641,4525,7699,4475026,57758.65,MOBILE,ECOM,Payment Withdrawal,XYBTQO2NP7,-7.130192,112.420603
30664.57,1709946535,297,1578,5520496,35511.99,ECOM,Website,Order,RWUDGJ6LC3,8.5870183,39.1231459
56987.99,1703521301,3804,3486,900047,5259.69,PHONE,Order,Purchase,RWUDGJ6LC3,62.6291355,17.953415
2577.78,1686255662,7598,2382,3074185,64359.38,PHONE,Order,Payment Withdrawal,EKCZSH8MA5,39.9831117,-75.1150466
13158.03,1706051739,6335,8971,16731,76260.07,ECOM,On-Site,Subscription,RWUDGJ6LC3,38.521085,102.194089
59730.35,1681262430,2703,1211,5926025,60977.33,WEB,Website,ECOM,EKCZSH8MA5,30.174004,122.039055
22945.93,1685629784,9192,5040,2950686,25375.07,WEB,Order,Payment Withdrawal,PMXLSZ4QR1,-26.3652019,27.6566853
82930.45,1692944757,7010,9714,4324937,63517.89,WEB,ECOM,ECOM,PMXLSZ4QR1,-0.9254064,-47.7243139
67816.79,1687363697,121,4316,3005033,27266.65,ATM,Order,Payment Withdrawal,HNKFAI9VE2,53.2582868,-9.1097137
68661.45,1686128630,5724,4475,1441474,13211.98,POS,Order,Subscription,HNKFAI9VE2,40.91889,78.72278
5654.01,1685950067,5066,5233,2137221,35297.52,PHONE,Order,Payment Withdrawal,XYBTQO2NP7,60.2025952,24.904004
53257.41,1688328681,2533,8198,9430988,97693.31,ECOM,Order,Subscription,OTYJVD5UH6,33.207199,-87.5482025
95940.87,1696790800,2002,9057,6188518,55069.98,POS,On-Site,ECOM,PMXLSZ4QR1,34.931466,109.449831
30309.05,1684549262,5292,8312,8460117,74197.78,MOBILE,App,ECOM,PMXLSZ4QR1,38.947512,116.97413
38218,1705250699,1380,5093,5467819,20284.49,MOBILE,Order,Subscription,PMXLSZ4QR1,-7.7029847,114.0147669
94853.32,1692853193,1248,3231,4149929,92823.73,PHONE,Website,ECOM,OTYJVD5UH6,44.5483119,41.0350394
92424.61,1709704004,3036,9621,5977787,67985.3,ECOM,Website,Subscription,EKCZSH8MA5,54.80639,35.92778
15006.06,1708511603,2446,4205,3707386,64711.66,POS,On-Site,Subscription,HNKFAI9VE2,29.703113,107.389298
94402.82,1692985992,655,4126,8577292,3200.69,ECOM,ECOM,Payment Withdrawal,PMXLSZ4QR1,28.319573,120.694896
44952.31,1695159560,936,9842,9340443,13656.15,PHONE,ECOM,Payment Withdrawal,EKCZSH8MA5,-7.9553448,112.649662
92616.15,1687060641,9439,7281,4814696,5974.32,MOBILE,Order,Subscription,PMXLSZ4QR1,22.066171,107.781956
43158.19,1685594013,889,2871,8334347,53900.83,ECOM,On-Site,Purchase,HNKFAI9VE2,19.318366,109.948275
99568.69,1687368488,1987,1618,682635,1830.42,WEB,On-Site,Subscription,PMXLSZ4QR1,-14.67278,-75.225304
32231.36,1689184519,4090,9968,6915682,4831.87,ATM,On-Site,Subscription,EKCZSH8MA5,6.208781,-75.732944
56813.7,1711465766,144,4194,8753390,1717.83,PHONE,On-Site,Order,RWUDGJ6LC3,39.1934799,117.0775313
31901.97,1684614130,2856,7881,2789103,7359.57,PHONE,Order,ECOM,OTYJVD5UH6,-8.7229245,117.8663075
80285.44,1699070561,4452,1869,4245520,63679.18,ECOM,App,Order,HNKFAI9VE2,39.0614002,-8.7269577
92754.11,1690433595,298,4710,1721699,35490.76,WEB,App,Subscription,EKCZSH8MA5,29.9120904,120.6367578
29092.82,1706686230,1439,3592,1383452,60940.96,ATM,Order,ECOM,OTYJVD5UH6,30.7717757,-5.5459787
36089.73,1702961562,2202,6618,5768546,61553.37,ECOM,App,Purchase,OTYJVD5UH6,56.246131,12.8726986
21848.44,1707826371,9474,1513,7310875,43295.92,MOBILE,App,Payment Withdrawal,HNKFAI9VE2,14.3082674,120.9138589
69887.79,1695162165,6678,3972,2724964,56396.52,MOBILE,ECOM,Purchase,PMXLSZ4QR1,33.25,69.216667
8611.14,1698510799,3916,6560,6899841,87153.42,WEB,On-Site,Subscription,PMXLSZ4QR1,55.7483994,37.8009297
42782.67,1701363782,6200,8632,6439331,25847.95,PHONE,ECOM,Subscription,EKCZSH8MA5,48.9124688,2.3977418
59242.32,1709326164,5359,9688,5778607,50169.75,ATM,Order,Payment Withdrawal,OTYJVD5UH6,29.5692083,50.5239096
55172.6,1699532358,7070,2478,5443683,75873.97,ATM,Website,Purchase,HNKFAI9VE2,36.7949518,-119.7541856
82706.29,1683815583,7524,3542,5644032,15314.56,ATM,Order,ECOM,OTYJVD5UH6,40.7031503,43.7750216
22172.74,1707064803,2968,2727,5637561,967.53,POS,Order,Payment Withdrawal,OTYJVD5UH6,45.8272842,20.4615173
53051.48,1685947110,7746,381,6994744,10068.7,MOBILE,Website,Payment Withdrawal,XYBTQO2NP7,13.6095445,-15.0608558
2047.04,1705744373,4747,5593,3918528,80866.74,PHONE,App,Order,EKCZSH8MA5,58.4181236,15.6198852
46354.87,1689511299,7945,3705,4044197,74669.15,WEB,On-Site,ECOM,EKCZSH8MA5,49.5177391,14.042856
11616.94,1702605770,9430,6214,6736047,46550.93,ATM,Order,Order,RWUDGJ6LC3,55.4787765,54.8619269
99040.4,1685632173,136,9402,5229062,60497.45,PHONE,Website,Purchase,HNKFAI9VE2,-8.2151612,112.6109257
45609.59,1684891459,7498,7359,1591303,13720.43,ECOM,App,Purchase,EKCZSH8MA5,8.022507,123.48051
98606.82,1706752167,9998,6909,4945257,75076.74,WEB,Website,Subscription,HNKFAI9VE2,-34.7089038,-58.6427861
711.24,1690436998,9988,523,2044080,74086.84,ECOM,Order,Payment Withdrawal,PMXLSZ4QR1,50.6594689,15.2748089
4972.55,1689685607,1240,8527,9073562,56080.3,PHONE,ECOM,Subscription,HNKFAI9VE2,16.237173,-61.528372
51707.21,1694515550,3954,6172,7636853,25820.93,WEB,App,Order,PMXLSZ4QR1,37.520481,115.251124
18273.23,1712089223,9483,17,7585831,18953.62,MOBILE,ECOM,Purchase,HNKFAI9VE2,-4.4564351,-81.2821647
4878.47,1691834552,5691,5752,9151036,66357.05,ECOM,ECOM,Subscription,OTYJVD5UH6,43.7441795,2.511999
40045.54,1688711344,5467,2247,8727642,4555.57,WEB,Order,Purchase,OTYJVD5UH6,-12.066752,-77.038116
26738.22,1697303857,3413,4894,8057445,92781.03,WEB,Website,Purchase,HNKFAI9VE2,60.994897,71.8982957
46262.64,1696688175,1811,809,482525,30198.97,POS,On-Site,Purchase,PMXLSZ4QR1,32.061895,102.990108
89411.83,1711724434,436,555,1659708,25259.16,ATM,App,ECOM,XYBTQO2NP7,-22.602558,-43.9055155
36921.79,1692024052,2783,3996,6659543,35130.77,ATM,On-Site,Subscription,XYBTQO2NP7,40.5315848,-7.9522138
57304.85,1691693313,5501,8711,7874326,53491.86,WEB,ECOM,Order,PMXLSZ4QR1,-23.8714093,-49.8024588
35018.45,1706377065,3765,8174,5520215,98155.72,ATM,App,Payment Withdrawal,EKCZSH8MA5,-8.4837797,115.279613
26795.02,1706235473,7336,8085,3407559,54474.38,POS,App,Order,EKCZSH8MA5,61.8099494,30.9377106
69449.33,1684581476,9945,4737,8869337,61312.47,WEB,Order,Purchase,XYBTQO2NP7,12.0166664,123.6833344
71750.83,1685487108,316,7309,9765454,75071.31,PHONE,ECOM,Payment Withdrawal,OTYJVD5UH6,18.2849318,109.5907878
83785.07,1696590822,6308,6881,6814021,39256.34,ATM,Website,Payment Withdrawal,PMXLSZ4QR1,44.346784,5.8855505
26092.77,1692810296,4248,3918,1709964,5536.42,PHONE,ECOM,ECOM,EKCZSH8MA5,-20.1217728,-41.5612423
31821.36,1704705045,1241,9551,8571368,21947.36,POS,ECOM,Subscription,EKCZSH8MA5,-33.079137,-63.2764606
33658.84,1698324483,6099,4566,3939798,10486.19,MOBILE,Order,Payment Withdrawal,HNKFAI9VE2,45.8800176,15.8550922
85803.2,1684739535,4979,6817,5563101,80668.69,MOBILE,App,Subscription,RWUDGJ6LC3,55.1328637,40.17768
72405.04,1702994702,2837,9490,8657110,13790.64,MOBILE,Website,Payment Withdrawal,HNKFAI9VE2,9.258006,123.281809
54179.61,1699301315,9167,2790,8123321,72079.73,PHONE,App,Purchase,PMXLSZ4QR1,-17.4013758,-63.8817832
96572.66,1690329679,1076,7694,4140496,83214.96,MOBILE,Order,ECOM,EKCZSH8MA5,52.9978,78.6449
52186.48,1702911737,159,3584,6556603,38604.09,POS,App,ECOM,XYBTQO2NP7,34.23488,108.250855
70996.35,1711120899,3190,480,9042858,6195.81,PHONE,ECOM,Order,EKCZSH8MA5,27.1668637,67.8288595
8442.15,1688316758,3527,9751,329913,12370.12,ECOM,Website,ECOM,HNKFAI9VE2,-7.7276103,110.8582722
70570.78,1689550608,466,1782,9178390,78494.59,POS,On-Site,Order,RWUDGJ6LC3,-8.037728,111.4007597
86031.15,1701983128,826,9531,9605220,26785.68,POS,Website,Subscription,XYBTQO2NP7,8.3331847,123.8426301
61406.66,1700051927,7588,728,5290725,36650.86,PHONE,ECOM,Payment Withdrawal,HNKFAI9VE2,1.879826,-76.270749
32492.49,1701511123,6208,1035,498905,76725.14,ATM,Order,Payment Withdrawal,HNKFAI9VE2,38.4490819,-9.1343145
72577.53,1696877863,7406,3236,8114533,83823.41,ECOM,Order,ECOM,HNKFAI9VE2,41.411881,71.4833652
95587.36,1686286462,6251,6122,3532620,75922.68,MOBILE,Website,Subscription,PMXLSZ4QR1,-24.2099688,-50.9263297
24291.51,1681796623,3942,4193,4190640,40271.88,PHONE,Website,Purchase,HNKFAI9VE2,55.10013,-105.28422
62058.64,1690078336,88,195,1542449,31311.52,PHONE,Order,Purchase,XYBTQO2NP7,38.5994652,-8.4602494
26429.04,1687595053,3549,9407,5944521,73045.6,ECOM,App,Payment Withdrawal,RWUDGJ6LC3,51.7888924,23.2083805
66060.02,1683501116,5047,7559,1909646,86093.65,ATM,ECOM,ECOM,PMXLSZ4QR1,59.9318604,10.7923128
2497.37,1683423734,6670,2165,5242006,98718.38,ATM,App,Payment Withdrawal,OTYJVD5UH6,-33.079137,-63.2764606
25859.75,1690344502,4722,3372,138658,52349.39,ATM,App,Order,EKCZSH8MA5,28.71321,109.496611
82135.62,1695543855,2434,2324,4612777,27957.66,POS,ECOM,Subscription,HNKFAI9VE2,-13.65232,-41.843571
26575.85,1683418315,6003,1174,1094133,2073.6,MOBILE,App,Subscription,PMXLSZ4QR1,57.28876,54.97278
26247.99,1708333871,7664,4106,8100004,90314.22,PHONE,App,Payment Withdrawal,EKCZSH8MA5,31.5707334,73.4895102
64161.3,1698815513,2475,1368,3034384,41093.84,ATM,Order,Purchase,OTYJVD5UH6,13.4841015,-88.4670322
38400.17,1694023990,8906,4873,8479772,98077.69,PHONE,Order,Subscription,PMXLSZ4QR1,30.4338104,31.0564425
63821.21,1682072198,9105,749,7588384,22646.33,PHONE,App,Order,RWUDGJ6LC3,41.1296379,-8.5821823
37975.95,1684201281,2589,6887,2580793,29087.43,ECOM,Order,Order,PMXLSZ4QR1,19.9093383,-102.1618424
74212.3,1688885235,7442,5336,1386667,33376.95,POS,App,Order,EKCZSH8MA5,48.9582445,24.6800199
68222.11,1699901620,699,1531,222891,80733.82,PHONE,Order,ECOM,XYBTQO2NP7,-24.7711226,25.5897031
17785.31,1688203111,3097,7919,9512846,19785.63,ECOM,Website,Order,XYBTQO2NP7,-8.781054,115.165807
79416.34,1711372860,3251,3713,9612737,65244.58,POS,App,Purchase,XYBTQO2NP7,3.7144776,96.8324201
70663.16,1702973542,8024,7634,8794090,6446.95,ECOM,App,Subscription,HNKFAI9VE2,26.259427,107.518847
20790.77,1681081804,9031,5605,3765160,18605.2,POS,Website,Subscription,PMXLSZ4QR1,-8.3086532,123.5183871
51711.12,1710410312,5297,3932,8586505,71978.45,ATM,Order,Purchase,XYBTQO2NP7,5.5067818,102.9746601
30704.77,1696364059,5260,8763,7478131,51567.49,ECOM,App,Purchase,HNKFAI9VE2,41.2797561,-7.39548
36404.53,1708192802,5972,2135,6480196,53984.36,ECOM,ECOM,Payment Withdrawal,EKCZSH8MA5,39.4365442,-9.2134149
85132.29,1699763015,5478,9203,6396627,33699.4,POS,App,Subscription,OTYJVD5UH6,22.80524,113.293359
41490.41,1681110005,139,8303,744334,27034.06,ATM,ECOM,ECOM,OTYJVD5UH6,-23.9200254,31.0387714
80349.2,1710431714,5293,6389,3618267,66146.24,MOBILE,Website,Order,RWUDGJ6LC3,49.2803655,-0.2062549
31494.25,1708545248,2564,6117,5440906,30676.28,POS,On-Site,ECOM,EKCZSH8MA5,55.7213148,37.6243984
37848.75,1693981590,2675,5947,7595625,73461.3,ECOM,Website,ECOM,OTYJVD5UH6,30.7242628,114.1264237
28528.7,1697271873,9188,4768,871495,41758.15,PHONE,On-Site,Payment Withdrawal,RWUDGJ6LC3,35.202503,102.521807
12150.81,1710468745,7490,2201,1734039,52463.13,ATM,Order,Payment Withdrawal,EKCZSH8MA5,-6.7160998,111.4886997
86288,1692087757,6432,7356,9047151,72153.33,ECOM,Order,Payment Withdrawal,HNKFAI9VE2,-24.314422,-46.9936142
96711.63,1698902765,9227,7384,6134624,30702.29,ECOM,ECOM,Subscription,EKCZSH8MA5,33.6435199,42.8253662
40763.88,1683444417,4365,5515,3902023,72540.35,POS,Order,Subscription,XYBTQO2NP7,49.65841,21.97678
174.3,1683284434,4131,5987,2949824,17336.74,ECOM,App,Purchase,HNKFAI9VE2,14.657758,120.9888316
54764.93,1681828644,2077,4703,4680781,62090.17,ATM,App,ECOM,PMXLSZ4QR1,4.717029,-74.21225
57091.18,1699247039,1230,1861,1796993,65392.52,MOBILE,App,Subscription,RWUDGJ6LC3,-38.0846351,176.6989753
33490.7,1711195949,1809,3594,4987418,10307.96,POS,App,Order,RWUDGJ6LC3,41.7047388,24.3697976
11610.23,1686460633,6441,6438,2555376,37631.77,ECOM,Order,Order,OTYJVD5UH6,33.8941993,48.767033
80674.07,1692786569,845,6802,5709856,17233.13,WEB,Order,Payment Withdrawal,EKCZSH8MA5,48.9330384,2.0412764
94079.8,1687141823,2390,1272,3302853,80516.19,PHONE,On-Site,Order,RWUDGJ6LC3,39.4242713,-8.6985716
59767.42,1686982553,5510,2029,4255213,4106.74,ECOM,ECOM,Purchase,PMXLSZ4QR1,-21.2080662,-46.941659
